ID_TRANSACCION;ID_CLIENTE;TIPO_TRANSACCION;MONTO;SALDO_POSTERIOR;CANAL;GEOLOCATION;COMERCIO_CONTRAPARTE;FECHA_HORA
6107;17;TRANSFERENCIA_RECIBIDA;1453732;4713305;SUCURSAL;-33.4489 -70.6693;PROVEEDOR_ABC;2025-03-04 18:43
6108;2;GIRO_CAJERO;-197684;4592207;APP_MOVIL;-33.4160 -70.5975;AGUAS_ANDINAS;2025-06-27 10:51
6109;26;COMPRA_COMERCIO;-149867;6106432;WEB;-33.4489 -70.6693;MOVISTAR;2025-07-11 20:03
6110;8;TRANSFERENCIA_RECIBIDA;1858506;4360132;WEB;-23.6509 -70.3975;EMPRESA_X;2025-04-11 20:49
6111;3;TRANSFERENCIA_ENVIADA;-97453;2773831;APP_MOVIL;-33.5100 -70.7600;MOVISTAR;2025-11-10 13:22
6112;24;COMPRA_COMERCIO;-227722;6499436;WEB;-33.4489 -70.6693;COPEC;2025-03-22 14:41
6113;3;TRANSFERENCIA_RECIBIDA;645694;3419525;APP_MOVIL;-33.5100 -70.7600;MARIA_GONZALEZ;2025-11-03 13:38
6114;16;GIRO_CAJERO;-370773;4088434;ATM;-33.4489 -70.6693;AMAZON;2025-04-27 22:46
6115;21;PAGO_NOMINA;1241743;3679459;APP_MOVIL;-33.4489 -70.6693;CLIENTE_123;2025-08-17 09:56
6116;12;DEPOSITO;1760567;6018402;WEB;-33.4489 -70.6693;EMPRESA_X;2025-05-08 14:19
6117;26;PAGO_SERVICIO;-216376;5890056;SUCURSAL;-33.4489 -70.6693;NETFLIX;2025-12-19 13:14
6118;2;GIRO_CAJERO;-258575;4333632;WEB;-33.4160 -70.5975;COPEC;2025-08-01 19:44
6119;10;PAGO_SERVICIO;-56714;2561322;SUCURSAL;-36.8201 -73.0444;MOVISTAR;2025-03-27 17:39
6120;22;COMPRA_COMERCIO;-140493;3800797;SUCURSAL;-33.4489 -70.6693;COPEC;2025-06-19 18:51
6121;20;COMPRA_COMERCIO;-296935;9013976;WEB;-33.4489 -70.6693;ENEL;2025-02-09 22:57
6122;21;DEPOSITO;192236;3871695;SUCURSAL;-33.4489 -70.6693;BANCO_CHILE;2025-10-07 16:06
6123;26;COMPRA_COMERCIO;-107512;5782544;SUCURSAL;-33.4489 -70.6693;MOVISTAR;2025-06-22 11:31
6124;25;PAGO_NOMINA;431984;3666210;SUCURSAL;-33.4489 -70.6693;MARIA_GONZALEZ;2025-10-17 13:28
6125;27;TRANSFERENCIA_ENVIADA;-408770;1233821;ATM;-33.4489 -70.6693;SHELL;2025-01-16 12:52
6126;14;TRANSFERENCIA_ENVIADA;-213830;356562;SUCURSAL;-33.4489 -70.6693;MOVISTAR;2025-03-01 21:13
6127;15;PAGO_NOMINA;831561;6467270;SUCURSAL;-33.4489 -70.6693;CLIENTE_123;2025-11-12 18:37
6128;19;TRANSFERENCIA_RECIBIDA;578169;4041073;APP_MOVIL;-33.4489 -70.6693;JUAN_PEREZ;2025-09-28 22:05
6129;17;PAGO_SERVICIO;-259938;4453367;SUCURSAL;-33.4489 -70.6693;SHELL;2025-08-02 10:59
6130;3;TRANSFERENCIA_ENVIADA;-221298;3198227;APP_MOVIL;-33.5100 -70.7600;ENEL;2025-04-08 17:10
6131;24;TRANSFERENCIA_RECIBIDA;774912;7274348;ATM;-33.4489 -70.6693;BANCO_CHILE;2025-02-25 10:19
6132;22;TRANSFERENCIA_RECIBIDA;1873419;5674216;ATM;-33.4489 -70.6693;CLIENTE_123;2025-11-09 19:05
6133;6;PAGO_NOMINA;824145;4458630;ATM;-33.0245 -71.5518;PROVEEDOR_ABC;2025-08-03 19:47
6134;4;DEPOSITO;184465;3880600;ATM;-38.7359 -72.5904;EMPRESA_X;2025-01-28 14:58
6135;4;TRANSFERENCIA_RECIBIDA;835204;4715804;APP_MOVIL;-38.7359 -72.5904;BANCO_CHILE;2025-04-24 11:15
6136;26;TRANSFERENCIA_ENVIADA;-155978;5626566;WEB;-33.4489 -70.6693;COPEC;2025-03-11 20:32
6137;24;GIRO_CAJERO;-288715;6985633;SUCURSAL;-33.4489 -70.6693;COPEC;2025-08-06 12:31
6138;10;PAGO_SERVICIO;-167638;2393684;APP_MOVIL;-36.8201 -73.0444;SUPERMERCADO_LIDER;2025-02-18 08:20
6139;6;PAGO_SERVICIO;-190189;4268441;ATM;-33.0245 -71.5518;UBER;2025-08-18 13:02
6140;28;TRANSFERENCIA_ENVIADA;-286535;1944873;WEB;-33.4489 -70.6693;NETFLIX;2025-11-04 16:46
6141;9;TRANSFERENCIA_RECIBIDA;1057294;3147069;WEB;-29.9027 -71.2519;MARIA_GONZALEZ;2025-06-27 20:34
6142;14;PAGO_NOMINA;842951;1199513;WEB;-33.4489 -70.6693;EMPRESA_X;2025-12-26 20:50
6143;12;TRANSFERENCIA_RECIBIDA;1920677;7939079;ATM;-33.4489 -70.6693;EMPRESA_X;2025-08-01 15:10
6144;12;TRANSFERENCIA_RECIBIDA;1842155;9781234;SUCURSAL;-33.4489 -70.6693;CLIENTE_123;2025-09-08 22:53
6145;30;COMPRA_COMERCIO;-467212;1922065;WEB;-33.4489 -70.6693;UBER;2025-11-16 21:45
6146;20;DEPOSITO;1199855;10213831;SUCURSAL;-33.4489 -70.6693;PROVEEDOR_ABC;2025-02-18 08:40
6147;9;DEPOSITO;1692011;4839080;WEB;-29.9027 -71.2519;MARIA_GONZALEZ;2025-05-15 13:40
6148;21;GIRO_CAJERO;-381588;3490107;ATM;-33.4489 -70.6693;SHELL;2025-07-27 16:44
6149;5;DEPOSITO;1425891;2998911;ATM;-33.0472 -71.6127;JUAN_PEREZ;2025-09-17 15:04
6150;23;COMPRA_COMERCIO;-13937;5384889;ATM;-33.4489 -70.6693;MOVISTAR;2025-01-25 09:41
6151;13;GIRO_CAJERO;-381099;3506043;WEB;-33.4489 -70.6693;AMAZON;2025-03-18 21:55
6152;24;DEPOSITO;1528568;8514201;ATM;-33.4489 -70.6693;CLIENTE_123;2025-10-07 17:05
6153;9;PAGO_SERVICIO;-11563;4827517;APP_MOVIL;-29.9027 -71.2519;AGUAS_ANDINAS;2025-11-06 08:32
6154;21;GIRO_CAJERO;-105279;3384828;WEB;-33.4489 -70.6693;MOVISTAR;2025-06-04 12:17
6155;20;DEPOSITO;909022;11122853;ATM;-33.4489 -70.6693;EMPRESA_X;2025-12-19 22:47
6156;13;PAGO_SERVICIO;-410031;3096012;WEB;-33.4489 -70.6693;MOVISTAR;2025-01-22 14:36
6157;9;COMPRA_COMERCIO;-226572;4600945;WEB;-29.9027 -71.2519;COPEC;2025-01-26 10:34
6158;18;PAGO_NOMINA;880673;4559660;ATM;-33.4489 -70.6693;MARIA_GONZALEZ;2025-05-22 13:17
6159;13;TRANSFERENCIA_RECIBIDA;572555;3668567;ATM;-33.4489 -70.6693;CLIENTE_123;2025-01-26 10:30
6160;20;PAGO_SERVICIO;-150824;10972029;APP_MOVIL;-33.4489 -70.6693;AMAZON;2025-09-19 20:39
6161;16;GIRO_CAJERO;-134903;3953531;WEB;-33.4489 -70.6693;NETFLIX;2025-10-12 22:11
6162;26;GIRO_CAJERO;-432198;5194368;WEB;-33.4489 -70.6693;AGUAS_ANDINAS;2025-12-19 21:18
6163;19;PAGO_NOMINA;1156625;5197698;SUCURSAL;-33.4489 -70.6693;CLIENTE_123;2025-03-02 18:02
6164;16;TRANSFERENCIA_RECIBIDA;1042561;4996092;SUCURSAL;-33.4489 -70.6693;CLIENTE_123;2025-08-28 19:13
6165;19;DEPOSITO;512182;5709880;WEB;-33.4489 -70.6693;CLIENTE_123;2025-09-04 11:34
6166;30;TRANSFERENCIA_ENVIADA;-25126;1896939;SUCURSAL;-33.4489 -70.6693;UBER;2025-04-21 18:00
6167;1;COMPRA_COMERCIO;-16800;3651278;APP_MOVIL;-33.4372 -70.6506;MOVISTAR;2025-07-25 11:24
6168;28;TRANSFERENCIA_ENVIADA;-65971;1878902;ATM;-33.4489 -70.6693;AMAZON;2025-02-13 21:35
6169;9;TRANSFERENCIA_ENVIADA;-413513;4187432;APP_MOVIL;-29.9027 -71.2519;UBER;2025-02-16 12:07
6170;10;TRANSFERENCIA_ENVIADA;-482743;1910941;SUCURSAL;-36.8201 -73.0444;NETFLIX;2025-01-03 16:38
6171;18;TRANSFERENCIA_RECIBIDA;1750315;6309975;WEB;-33.4489 -70.6693;MARIA_GONZALEZ;2025-10-23 18:03
6172;4;GIRO_CAJERO;-337692;4378112;ATM;-38.7359 -72.5904;SHELL;2025-01-25 14:43
6173;1;GIRO_CAJERO;-198479;3452799;WEB;-33.4372 -70.6506;MOVISTAR;2025-10-09 14:02
6174;13;GIRO_CAJERO;-335664;3332903;ATM;-33.4489 -70.6693;SHELL;2025-05-06 19:00
6175;24;PAGO_SERVICIO;-290244;8223957;SUCURSAL;-33.4489 -70.6693;COPEC;2025-03-05 19:44
6176;1;DEPOSITO;1527555;4980354;WEB;-33.4372 -70.6506;JUAN_PEREZ;2025-05-16 20:18
6177;13;GIRO_CAJERO;-22875;3310028;WEB;-33.4489 -70.6693;FALABELLA;2025-12-10 20:18
6178;20;DEPOSITO;1114857;12086886;APP_MOVIL;-33.4489 -70.6693;EMPRESA_X;2025-06-05 12:51
6179;4;PAGO_SERVICIO;-39813;4338299;WEB;-38.7359 -72.5904;AMAZON;2025-08-06 16:35
6180;24;TRANSFERENCIA_ENVIADA;-225771;7998186;WEB;-33.4489 -70.6693;NETFLIX;2025-08-27 12:47
6181;10;GIRO_CAJERO;-268607;1642334;APP_MOVIL;-36.8201 -73.0444;FALABELLA;2025-11-24 08:32
6182;6;GIRO_CAJERO;-20571;4247870;APP_MOVIL;-33.0245 -71.5518;UBER;2025-07-09 08:19
6183;4;GIRO_CAJERO;-152570;4185729;SUCURSAL;-38.7359 -72.5904;NETFLIX;2025-11-19 22:54
6184;12;COMPRA_COMERCIO;-224912;9556322;WEB;-33.4489 -70.6693;FALABELLA;2025-05-25 15:25
6185;4;DEPOSITO;1208064;5393793;APP_MOVIL;-38.7359 -72.5904;JUAN_PEREZ;2025-09-26 21:15
6186;2;GIRO_CAJERO;-431226;3902406;WEB;-33.4160 -70.5975;NETFLIX;2025-01-26 18:52
6187;6;COMPRA_COMERCIO;-160184;4087686;SUCURSAL;-33.0245 -71.5518;SUPERMERCADO_LIDER;2025-07-24 22:30
6188;27;COMPRA_COMERCIO;-105232;1128589;ATM;-33.4489 -70.6693;FALABELLA;2025-07-07 13:28
6189;19;TRANSFERENCIA_ENVIADA;-231293;5478587;WEB;-33.4489 -70.6693;MOVISTAR;2025-07-11 14:20
6190;23;COMPRA_COMERCIO;-452611;4932278;SUCURSAL;-33.4489 -70.6693;ENEL;2025-01-14 21:20
6191;25;PAGO_NOMINA;132085;3798295;ATM;-33.4489 -70.6693;CLIENTE_123;2025-09-21 08:51
6192;17;GIRO_CAJERO;-443544;4009823;ATM;-33.4489 -70.6693;AGUAS_ANDINAS;2025-05-28 18:36
6193;12;TRANSFERENCIA_RECIBIDA;583130;10139452;ATM;-33.4489 -70.6693;EMPRESA_X;2025-04-09 22:05
6194;30;TRANSFERENCIA_ENVIADA;-178619;1718320;WEB;-33.4489 -70.6693;SUPERMERCADO_LIDER;2025-07-14 10:38
6195;4;DEPOSITO;1295594;6689387;APP_MOVIL;-38.7359 -72.5904;MARIA_GONZALEZ;2025-03-16 19:38
6196;29;COMPRA_COMERCIO;-319057;2502162;ATM;-33.4489 -70.6693;SHELL;2025-09-11 15:59
6197;21;DEPOSITO;1899039;5283867;WEB;-33.4489 -70.6693;EMPRESA_X;2025-09-28 15:55
6198;23;DEPOSITO;609250;5541528;SUCURSAL;-33.4489 -70.6693;MARIA_GONZALEZ;2025-07-13 11:51
6199;3;TRANSFERENCIA_RECIBIDA;182845;3381072;ATM;-33.5100 -70.7600;PROVEEDOR_ABC;2025-01-24 20:15
6200;13;GIRO_CAJERO;-225433;3084595;ATM;-33.4489 -70.6693;SHELL;2025-09-11 09:01
6201;18;COMPRA_COMERCIO;-46154;6263821;ATM;-33.4489 -70.6693;SHELL;2025-02-02 19:15
6202;10;TRANSFERENCIA_RECIBIDA;1189449;2831783;SUCURSAL;-36.8201 -73.0444;JUAN_PEREZ;2025-08-13 17:13
6203;18;PAGO_SERVICIO;-79915;6183906;SUCURSAL;-33.4489 -70.6693;SHELL;2025-12-24 18:50
6204;16;COMPRA_COMERCIO;-238893;4757199;SUCURSAL;-33.4489 -70.6693;COPEC;2025-09-10 11:54
6205;24;COMPRA_COMERCIO;-88033;7910153;SUCURSAL;-33.4489 -70.6693;FALABELLA;2025-05-21 17:50
6206;3;TRANSFERENCIA_ENVIADA;-334501;3046571;WEB;-33.5100 -70.7600;MOVISTAR;2025-01-14 15:30
6207;9;PAGO_SERVICIO;-250813;3936619;ATM;-29.9027 -71.2519;UBER;2025-10-27 10:52
6208;4;TRANSFERENCIA_RECIBIDA;750458;7439845;SUCURSAL;-38.7359 -72.5904;EMPRESA_X;2025-10-02 14:45
6209;19;GIRO_CAJERO;-181493;5297094;SUCURSAL;-33.4489 -70.6693;FALABELLA;2025-07-25 18:07
6210;16;GIRO_CAJERO;-499767;4257432;APP_MOVIL;-33.4489 -70.6693;FALABELLA;2025-01-02 10:02
6211;18;DEPOSITO;1801232;7985138;WEB;-33.4489 -70.6693;BANCO_CHILE;2025-11-02 17:53
6212;5;TRANSFERENCIA_RECIBIDA;1711453;4710364;WEB;-33.0472 -71.6127;EMPRESA_X;2025-05-25 20:56
6213;16;DEPOSITO;207211;4464643;WEB;-33.4489 -70.6693;MARIA_GONZALEZ;2025-12-23 17:51
6214;19;COMPRA_COMERCIO;-324189;4972905;APP_MOVIL;-33.4489 -70.6693;SHELL;2025-06-17 15:44
6215;22;TRANSFERENCIA_ENVIADA;-90332;5583884;APP_MOVIL;-33.4489 -70.6693;FALABELLA;2025-05-11 12:13
6216;17;PAGO_SERVICIO;-294039;3715784;WEB;-33.4489 -70.6693;ENEL;2025-10-14 08:17
6217;29;TRANSFERENCIA_RECIBIDA;1309352;3811514;APP_MOVIL;-33.4489 -70.6693;CLIENTE_123;2025-05-16 15:28
